Question No.,L1,L2,L3,L4,Label,Title,Body,Gemini_Pred
1892765,Basic,Basic,Basic,Basic,Basic,How to capitalize the first character of each word in a string,"Is there a function built into Java that capitalizes the first character of each word in a String, and does not affect the others?
Examples:
jon skeet
->
Jon Skeet
miles o'Brien
->
Miles O'Brien
(B remains capital, this rules out Title Case)
old mcdonald
->
Old Mcdonald
*
*(
Old McDonald
would be find too, but I don't expect it to be THAT smart.)
A quick look at the
Java String Documentation
reveals only
toUpperCase()
and
toLowerCase()
, which of course do not provide the desired behavior. Naturally, Google results are dominated by those two functions. It seems like a wheel that must have been invented already, so it couldn't hurt to ask so I can use it in the future.",Basic
2015972,Basic,Basic,Basic,Basic,Basic,Is there a javadoc tag for documenting generic type parameters?,"I've been looking through the javadoc documentation on Sun's site, trying to find if there's a javadoc tag which can be used to document a class or method's generic type signature.
Something like
@typeparam
, similar to the usual
@param
, but applicable to types as well as methods,e.g.
/**
 *  @typeparam T This describes my type parameter
 */
class MyClass<T> {
}
I suspect there is no such tag - I can find no mention of it anywhere, and the JavaSE API docs don't show any sign of it, but it seems like an odd omission. Can someone put me right?",Basic
2095397,Intermediate,Basic ,Intermediate,Intermediate,Intermediate,"What is the difference between JSF, Servlet and JSP?","I have some questions. These are :
How are JSP and Servlet related to each other?
Is JSP some kind of Servlet?
How are JSP and JSF related to each other?
Is JSF some kind of
Pre-Build UI based JSP
like ASP.NET-MVC?",Advanced
2114212,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Questions every good Java/Java EE Developer should be able to answer?,"As it currently stands, this question is not a good fit for our Q&A format. We expect answers to be supported by facts, references, or expertise, but this question will likely solicit debate, arguments, polling, or extended discussion. If you feel that this question can be improved and possibly reopened,
visit the help center
for guidance.
Closed
12 years ago
.
Locked
. This question and its answers are
locked
because the question is off-topic but has historical significance. It is not currently accepting new answers or interactions.
I was going through
Questions every good .Net developer should be able to answer
and was highly impressed with the content and approach of this question, and so in the same spirit, I am asking this question for Java/Java EE Developer.
What questions
do you think should a good
Java/Java EE programmer be able to answer?
I am marking this question as community wiki as it is not user specific and it aims to serve programming community at large.
Looking forward for some amazing responses.
EDIT
: Please answer questions too, as suggested in the comments, so that people could learn something new regarding the language, too.",Intermediate
2129044,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,"Java heap terminology: young, old and permanent generations?","I'm trying to understand What the concepts of
young
,
old
and
permanent generations
are in the Java heap terminology, and more specifically the interactions between the three generations.
My questions are:
What is the young generation?
What is the old generation?
What is the permanent generation?
How does the three generations interact/relate to each other?",Intermediate
2137755,Basic,Basic,Basic,Basic,Basic,How do I reverse an int array in Java?,"I am trying to reverse an int array in Java.
This method does not reverse the array.
for(int i = 0; i < validData.length; i++)
{
    int temp = validData[i];
    validData[i] = validData[validData.length - i - 1];
    validData[validData.length - i - 1] = temp;
}
What is wrong with it?",Basic
2154622,Basic,Basic,Basic,Basic,Basic,Why does JPA have a @Transient annotation?,"Java has the
transient
keyword. Why does JPA have
@Transient
instead of simply using the already existing java keyword?",Advanced
2168610,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,How can I efficiently parse HTML with Java?,"I do a lot of HTML parsing in my line of work. Up until now, I was using the HtmlUnit headless browser for parsing and browser automation.
Now, I want to separate both the tasks.
I want to use a light HTML parser because it takes much time in HtmlUnit to first load a page, then get the source and then parse it.
I want to know which HTML parser can parse HTML efficiently. I need
Speed
Ease to locate any HtmlElement by its ""id"" or ""name"" or ""tag type"".
It would be ok for me if it doesn't clean the dirty HTML code. I don't need to clean any HTML source. I just need an easiest way to move across HtmlElements and harvest data from them.",Intermediate
2201925,Basic,Basic,Basic,Basic,Basic,Converting ISO 8601-compliant String to java.util.Date,"I am trying to convert an
ISO 8601
formatted String to a
java.util.Date
.
I found the pattern
yyyy-MM-dd'T'HH:mm:ssZ
to be ISO8601-compliant if used with a Locale (compare sample).
However, using the
java.text.SimpleDateFormat
, I cannot convert the correctly formatted String
2010-01-01T12:00:00+01:00
. I have to convert it first to
2010-01-01T12:00:00+0100
, without the colon.
So, the current solution is
SimpleDateFormat ISO8601DATEFORMAT = new SimpleDateFormat(""yyyy-MM-dd'T'HH:mm:ssZ"", Locale.GERMANY);
String date = ""2010-01-01T12:00:00+01:00"".replaceAll(""\\+0([0-9]){1}\\:00"", ""+0$100"");
System.out.println(ISO8601DATEFORMAT.parse(date));
which obviously isn't that nice. Am I missing something or is there a better solution?
Answer
Thanks to JuanZe's comment, I found the
Joda-Time
magic, it is also
described here
.
So, the solution is
DateTimeFormatter parser2 = ISODateTimeFormat.dateTimeNoMillis();
String jtdate = ""2010-01-01T12:00:00+01:00"";
System.out.println(parser2.parseDateTime(jtdate));
Or more simply, use the default parser via the constructor:
DateTime dt = new DateTime( ""2010-01-01T12:00:00+01:00"" ) ;
To me, this is nice.",Basic
2213340,Intermediate,Basic ,Intermediate,Basic ,Intermediate,What is a daemon thread in Java?,Can anybody tell me what daemon threads are in Java?,Intermediate
2222560,Basic,Basic,Basic,Basic,Basic,Maven build failed: &quot;Unable to locate the Javac Compiler in: jre or jdk issue&quot;,"I have my JAVA_HOME set to:
C:\Program Files (x86)\Java\jdk1.6.0_18
After I run
maven install
, I get this message from
Eclipse
:
Reason:
Unable to locate the Javac Compiler in:
  C:\Program Files (x86)\Java\jre6\..\lib\tools.jar
Please ensure you are using JDK 1.4 or above and
not a JRE (the com.sun.tools.javac.Main class is required).
In most cases you can change the location of your Java
installation by setting the JAVA_HOME environment variable.
I'm certain that this is the tricky part
Please ensure you are using JDK 1.4 or
  above and
      not a JRE
When I run configuration it's set to JRE6. How do I change it to JDK 1.6 which I have already installed?
I even tried to modify the plugin:
<plugin>
    <groupId>org.apache.maven.plugins</groupId>
    <artifactId>maven-compiler-plugin</artifactId>
    <version>2.0.2</version>
    <configuration>
        <source>1.6</source>
        <target>1.6</target>
        <executable>C:\Program Files (x86)\Java\jdk1.6.0_18\bin</executable>
    </configuration>
</plugin>
Still I get the same error.
I use the Eclipse Maven plugin. How can I change from JRE to JDK in Eclipse?",Basic
